precio,expensas,metros,ambientes,banos,barrio,comuna
82500.0,160000,41.0,2.0,1.0,SAN NICOLAS,1
230000.0,200000,180.0,5.0,2.0,PALERMO,14
139500.0,0,52.0,2.0,1.0,CABALLITO,6
185000.0,290000,43.0,2.0,2.0,SAAVEDRA,12
93000.0,0,28.0,1.0,1.0,NUÑEZ,13
650000.0,0,300.0,5.0,3.0,PALERMO,14
240000.0,275000,45.0,2.0,1.0,PALERMO,14
220000.0,210000,115.0,3.0,1.0,VILLA DEL PARQUE,11
219000.0,170000,124.0,4.0,1.0,LINIERS,9
222000.0,0,85.0,3.0,2.0,CABALLITO,6
104829.0,0,37.0,1.0,1.0,BELGRANO,13
170000.0,290000,102.0,4.0,2.0,VILLA CRESPO,15
106500.0,0,39.0,2.0,1.0,CABALLITO,6
140000.0,375000,96.0,4.0,1.0,BALVANERA,3
185000.0,330000,89.0,3.0,1.0,COLEGIALES,13
940000.0,809383,214.0,5.0,3.0,RECOLETA,2
375000.0,700000,132.0,4.0,3.0,RECOLETA,2
310000.0,570000,125.0,3.0,4.0,RETIRO,1
820000.0,0,154.0,4.0,2.0,RECOLETA,2
106000.0,140000,41.0,1.0,1.0,SAAVEDRA,12
184000.0,225000,61.0,2.0,1.0,SAAVEDRA,12
365000.0,736089,150.0,4.0,3.0,BELGRANO,13
60000.0,0,43.0,2.0,1.0,FLORES,7
189000.0,0,90.0,3.0,2.0,PALERMO,14
83000.0,0,60.0,3.0,1.0,BALVANERA,3
77000.0,220000,50.0,2.0,1.0,SAN TELMO,1
93000.0,140000,54.0,2.0,1.0,CABALLITO,6
333000.0,410000,236.0,4.0,3.0,CABALLITO,6
72000.0,150000,46.0,3.0,1.0,PARQUE AVELLANEDA,9
118000.0,320000,84.0,3.0,1.0,BALVANERA,3
270000.0,441000,104.0,3.0,1.0,SAAVEDRA,12
138000.0,50000,65.0,2.0,2.0,VILLA LURO,10
138000.0,50000,65.0,2.0,2.0,LINIERS,9
105000.0,300000,64.0,3.0,1.0,SAN TELMO,1
210000.0,180000,150.0,2.0,1.0,SAN NICOLAS,1
395000.0,650000,127.0,3.0,2.0,RECOLETA,2
290000.0,210000,92.0,4.0,2.0,VILLA DEL PARQUE,11
130000.0,0,68.0,4.0,1.0,FLORES,7
73000.0,0,33.0,2.0,1.0,SAN NICOLAS,1
192000.0,460000,170.0,4.0,2.0,MONSERRAT,1
145000.0,1,68.0,2.0,1.0,SAAVEDRA,12
620000.0,0,256.0,4.0,2.0,RECOLETA,2
175000.0,0,127.0,4.0,2.0,SAN CRISTOBAL,3
230000.0,400000,65.0,3.0,2.0,BELGRANO,13
94999.0,200000,38.0,2.0,1.0,RECOLETA,2
725000.0,0,257.0,8.0,4.0,RECOLETA,2
440750.0,0,115.0,4.0,1.0,RETIRO,1
1713358.0,0,225.0,4.0,2.0,PUERTO MADERO,1
430000.0,0,72.0,2.0,1.0,PUERTO MADERO,1
750000.0,850000,116.0,2.0,1.0,PUERTO MADERO,1
130000.0,160000,61.0,2.0,1.0,RECOLETA,2
205000.0,475000,46.0,2.0,1.0,COLEGIALES,13
235000.0,455000,46.0,2.0,1.0,COLEGIALES,13
135000.0,160000,45.0,1.0,1.0,RECOLETA,2
195000.0,205000,60.0,2.0,1.0,ALMAGRO,5
460000.0,0,108.0,6.0,3.0,BELGRANO,13
129900.0,0,70.0,2.0,1.0,VILLA URQUIZA,12
2100000.0,0,222.0,4.0,5.0,PALERMO,14
184900.0,320000,81.0,3.0,1.0,BELGRANO,13
890000.0,750000,256.0,6.0,3.0,PALERMO,14
260000.0,510000,170.0,7.0,2.0,RECOLETA,2
349000.0,650000,199.0,4.0,2.0,BELGRANO,13
96000.0,45000,41.0,1.0,1.0,PARQUE CHAS,15
720000.0,880000,205.0,5.0,2.0,PALERMO,14
450000.0,330000,168.0,5.0,2.0,RECOLETA,2
550000.0,600000,239.0,6.0,4.0,RECOLETA,2
235000.0,250000,149.0,5.0,2.0,PALERMO,14
100000.0,280000,41.0,1.0,1.0,RETIRO,1
135000.0,129743,36.0,1.0,1.0,BELGRANO,13
172000.0,531000,101.0,5.0,2.0,SAN NICOLAS,1
265000.0,350000,97.0,5.0,1.0,BELGRANO,13
122000.0,139000,35.0,1.0,1.0,RECOLETA,2
415000.0,400000,132.0,4.0,1.0,PALERMO,14
365000.0,290000,142.0,4.0,2.0,PALERMO,14
117000.0,133000,35.0,2.0,1.0,PALERMO,14
330000.0,440000,122.0,3.0,2.0,RETIRO,1
269000.0,550000,123.0,5.0,2.0,RETIRO,1
285000.0,300000,91.0,4.0,2.0,NUÑEZ,13
210000.0,447300,46.0,2.0,1.0,PUERTO MADERO,1
69000.0,84000,28.0,2.0,1.0,RECOLETA,2
382000.0,0,139.0,5.0,2.0,RETIRO,1
880000.0,1000000,407.0,6.0,2.0,BELGRANO,13
410000.0,630000,159.0,7.0,3.0,RECOLETA,2
135000.0,170000,55.0,2.0,1.0,RECOLETA,2
470000.0,570000,146.0,4.0,4.0,BELGRANO,13
138000.0,77650,44.0,2.0,1.0,RECOLETA,2
515000.0,894455,233.0,4.0,2.0,PALERMO,14
560000.0,0,205.0,4.0,2.0,PALERMO,14
460000.0,530000,116.0,3.0,2.0,NUÑEZ,13
235000.0,210000,80.0,3.0,1.0,BELGRANO,13
210000.0,310000,115.0,4.0,3.0,RECOLETA,2
790000.0,600000,265.0,7.0,3.0,PALERMO,14
80000.0,190000,40.0,2.0,1.0,RETIRO,1
215000.0,190000,64.0,3.0,1.0,BELGRANO,13
329000.0,700000,220.0,4.0,3.0,FLORES,7
430000.0,1028530,119.0,3.0,2.0,RECOLETA,2
160000.0,300000,71.0,3.0,1.0,BELGRANO,13
750000.0,600000,224.0,6.0,2.0,RECOLETA,2
235000.0,215000,96.0,4.0,2.0,PALERMO,14
57000.0,95000,30.0,1.0,1.0,RECOLETA,2
252000.0,833500,101.0,4.0,2.0,RECOLETA,2
110000.0,288000,42.0,2.0,1.0,RETIRO,1
115000.0,173000,45.0,2.0,1.0,RECOLETA,2
470000.0,570000,146.0,4.0,4.0,PALERMO,14
135000.0,150000,74.0,3.0,1.0,BALVANERA,3
121000.0,0,157.0,3.0,1.0,FLORES,7
83000.0,0,45.0,2.0,1.0,FLORES,7
129000.0,0,155.0,2.0,2.0,PARQUE CHACABUCO,7
365000.0,0,199.0,5.0,2.0,VILLA ORTUZAR,15
59900.0,0,27.0,1.0,1.0,MONSERRAT,1
365000.0,388000,169.0,4.0,2.0,CABALLITO,6
154500.0,300000,56.0,2.0,1.0,BELGRANO,13
100000.0,1,39.0,1.0,1.0,VILLA URQUIZA,12
122500.0,150000,44.0,2.0,1.0,ALMAGRO,5
1340000.0,0,450.0,5.0,4.0,BELGRANO,13
255000.0,0,101.0,4.0,2.0,VILLA LURO,10
270000.0,155000,110.0,5.0,2.0,RETIRO,1
57000.0,122000,55.0,3.0,1.0,CONSTITUCION,1
77000.0,190000,37.0,2.0,1.0,CABALLITO,6
315000.0,0,248.0,5.0,1.0,CABALLITO,6
180000.0,0,148.0,4.0,1.0,CABALLITO,6
259000.0,0,421.0,6.0,4.0,CONSTITUCION,1
315000.0,400000,177.0,5.0,2.0,CABALLITO,6
259000.0,0,421.0,6.0,3.0,CONSTITUCION,1
350000.0,0,136.0,4.0,2.0,BELGRANO,13
260000.0,0,120.0,4.0,2.0,BELGRANO,13
155000.0,240000,90.0,4.0,2.0,RECOLETA,2
104000.0,211000,70.0,1.0,2.0,VILLA CRESPO,15
84000.0,285000,49.0,2.0,1.0,MONSERRAT,1
230000.0,364000,81.0,3.0,2.0,PALERMO,14
84000.0,285000,49.0,2.0,1.0,BALVANERA,3
405000.0,0,196.0,4.0,2.0,RECOLETA,2
105000.0,150000,70.0,3.0,1.0,BALVANERA,3
105000.0,150000,70.0,3.0,1.0,BALVANERA,3
59000.0,55000,39.0,2.0,1.0,FLORESTA,10
65000.0,0,33.0,1.0,1.0,RECOLETA,2
114000.0,90000,57.0,3.0,1.0,BOEDO,5
65000.0,0,33.0,2.0,1.0,SAN NICOLAS,1
260000.0,120000,90.0,3.0,2.0,VILLA DEVOTO,11
98000.0,250000,55.0,2.0,1.0,LINIERS,9
475000.0,810000,102.0,3.0,2.0,VILLA URQUIZA,12
118000.0,170000,45.0,2.0,1.0,VILLA DEVOTO,11
93000.0,0,34.0,1.0,1.0,COGHLAN,12
60000.0,45000,30.0,1.0,1.0,RETIRO,1
118000.0,170000,45.0,2.0,1.0,MONTE CASTRO,10
118000.0,170000,45.0,2.0,1.0,VILLA DEL PARQUE,11
85000.0,54000,45.0,2.0,1.0,VILLA CRESPO,15
110000.0,244141,47.0,2.0,1.0,FLORES,7
690000.0,750000,113.0,4.0,2.0,PALERMO,14
440000.0,1000000,80.0,2.0,1.0,PUERTO MADERO,1
60000.0,70000,34.0,1.0,1.0,VILLA LURO,10
110000.0,190000,48.0,3.0,1.0,NUÑEZ,13
109000.0,127495,40.0,2.0,1.0,VILLA DEVOTO,11
156000.0,0,78.0,3.0,2.0,LINIERS,9
219946.0,0,53.0,2.0,1.0,NUÑEZ,13
74500.0,245203,58.0,3.0,1.0,SAN CRISTOBAL,3
94000.0,151000,58.0,2.0,1.0,ALMAGRO,5
115000.0,185000,48.0,2.0,1.0,FLORES,7
330660.0,0,92.0,3.0,2.0,COLEGIALES,13
124000.0,298000,44.0,2.0,1.0,RECOLETA,2
190380.0,0,55.0,2.0,1.0,COLEGIALES,13
190000.0,0,192.0,3.0,1.0,MONTE CASTRO,10
1250000.0,0,490.0,4.0,5.0,VILLA DEVOTO,11
305000.0,0,95.0,3.0,2.0,BELGRANO,13
640000.0,0,354.0,7.0,3.0,NUÑEZ,13
133000.0,320000,85.0,3.0,2.0,SAN NICOLAS,1
155000.0,0,115.0,3.0,1.0,MATADEROS,9
898000.0,0,190.0,4.0,2.0,NUÑEZ,13
450000.0,0,449.0,8.0,2.0,CABALLITO,6
534000.0,0,114.0,3.0,2.0,NUÑEZ,13
80900.0,0,40.0,1.0,1.0,SAN TELMO,1
106000.0,71610,68.0,3.0,2.0,ALMAGRO,5
89000.0,166500,43.0,2.0,1.0,RETIRO,1
890000.0,1200000,241.0,5.0,3.0,NUÑEZ,13
112000.0,136000,48.0,2.0,1.0,VILLA DEL PARQUE,11
150000.0,200000,56.0,3.0,1.0,PALERMO,14
190000.0,0,114.0,4.0,1.0,SAAVEDRA,12
250000.0,300000,80.0,4.0,1.0,PALERMO,14
540000.0,885000,129.0,3.0,2.0,PUERTO MADERO,1
289000.0,0,340.0,5.0,2.0,PATERNAL,15
61000.0,0,34.0,1.0,1.0,FLORES,7
101230.0,0,46.0,2.0,2.0,CABALLITO,6
179000.0,0,171.0,4.0,1.0,VILLA PUEYRREDON,12
115000.0,159427,30.0,1.0,1.0,BELGRANO,13
178000.0,250000,126.0,4.0,2.0,MATADEROS,9
440000.0,600000,204.0,4.0,2.0,VILLA URQUIZA,12
150000.0,237000,46.0,2.0,1.0,PALERMO,14
78000.0,210000,36.0,1.0,1.0,BALVANERA,3
435000.0,450000,65.0,2.0,1.0,PUERTO MADERO,1
227000.0,250000,60.0,1.0,1.0,PALERMO,14
119000.0,180000,46.0,3.0,1.0,BELGRANO,13
198900.0,165000,92.0,2.0,1.0,BALVANERA,3
103000.0,0,79.0,4.0,1.0,BOEDO,5
172000.0,1,54.0,2.0,1.0,CABALLITO,6
139000.0,149000,80.0,4.0,1.0,VILLA CRESPO,15
355000.0,500000,147.0,5.0,2.0,PALERMO,14
120000.0,240000,45.0,2.0,1.0,RECOLETA,2
235000.0,240000,135.0,4.0,2.0,CABALLITO,6
55000.0,350000,41.0,1.0,1.0,SAN TELMO,1
92000.0,68733,35.0,1.0,1.0,VILLA ORTUZAR,15
198111.0,242792,66.0,2.0,1.0,PALERMO,14
240000.0,437000,110.0,3.0,1.0,RETIRO,1
248000.0,0,106.0,5.0,1.0,CABALLITO,6
94000.0,250000,32.0,2.0,1.0,RECOLETA,2
180000.0,400000,70.0,2.0,1.0,COLEGIALES,13
180000.0,400000,70.0,2.0,1.0,CHACARITA,15
120000.0,250000,74.0,4.0,1.0,VILLA DEL PARQUE,11
299000.0,375000,118.0,4.0,1.0,BELGRANO,13
235000.0,0,101.0,4.0,1.0,BELGRANO,13
89500.0,0,42.0,1.0,1.0,VILLA DEL PARQUE,11
68000.0,0,39.0,2.0,1.0,PATERNAL,15
279900.0,0,130.0,8.0,5.0,PATERNAL,15
65000.0,175280,31.0,2.0,1.0,PALERMO,14
250000.0,0,227.0,4.0,2.0,VILLA DEVOTO,11
220000.0,378000,55.0,2.0,1.0,RECOLETA,2
340000.0,450000,131.0,3.0,2.0,BELGRANO,13
120000.0,130000,53.0,3.0,1.0,PALERMO,14
198000.0,120000,76.0,3.0,2.0,VILLA URQUIZA,12
168100.0,150,46.0,1.0,1.0,PALERMO,14
330000.0,460000,100.0,4.0,2.0,PALERMO,14
385000.0,381000,298.0,8.0,3.0,RECOLETA,2
149900.0,160000,69.0,3.0,1.0,CABALLITO,6
112500.0,0,39.0,1.0,1.0,VILLA DEVOTO,11
145000.0,0,47.0,2.0,1.0,PALERMO,14
57000.0,100000,30.0,2.0,1.0,SAN TELMO,1
125000.0,0,30.0,1.0,1.0,PALERMO,14
125000.0,0,30.0,1.0,1.0,PALERMO,14
388900.0,0,110.0,4.0,2.0,PALERMO,14
240000.0,260000,74.0,3.0,1.0,RECOLETA,2
150000.0,323950,68.0,4.0,2.0,ALMAGRO,5
180000.0,230000,65.0,3.0,1.0,PALERMO,14
335000.0,478000,145.0,4.0,2.0,RETIRO,1
180000.0,0,50.0,3.0,1.0,PALERMO,14
168000.0,0,87.0,3.0,2.0,VILLA LURO,10
262000.0,0,84.0,3.0,2.0,MATADEROS,9
170000.0,238000,52.0,2.0,1.0,PALERMO,14
115000.0,65000,47.0,1.0,1.0,VILLA GRAL. MITRE,11
249000.0,0,153.0,4.0,1.0,PARQUE CHAS,15
102000.0,105000,40.0,2.0,1.0,RECOLETA,2
114000.0,250000,50.0,3.0,1.0,BALVANERA,3
230000.0,0,151.0,3.0,2.0,PALERMO,14
195000.0,0,88.0,4.0,2.0,VILLA ORTUZAR,15
75000.0,0,35.0,1.0,1.0,BOEDO,5
230000.0,300000,90.0,4.0,2.0,PALERMO,14
77770.0,64000,32.0,1.0,1.0,FLORES,7
565000.0,1018000,97.0,3.0,2.0,PALERMO,14
174900.0,80000,68.0,3.0,2.0,SAAVEDRA,12
480000.0,755000,163.0,4.0,2.0,PALERMO,14
174900.0,260000,72.0,3.0,1.0,FLORES,7
162900.0,280000,56.0,3.0,1.0,SAAVEDRA,12
115000.0,98000,49.0,2.0,1.0,FLORES,7
439000.0,1200000,165.0,5.0,3.0,RECOLETA,2
79900.0,180000,42.0,2.0,1.0,VILLA GRAL. MITRE,11
210000.0,184000,92.0,3.0,2.0,FLORES,7
256000.0,24000,208.0,7.0,3.0,FLORES,7
150000.0,0,120.0,3.0,1.0,PALERMO,14
144900.0,200000,91.0,4.0,2.0,ALMAGRO,5
185000.0,343000,67.0,3.0,2.0,PALERMO,14
650000.0,180000,234.0,4.0,2.0,BELGRANO,13
213000.0,85000,104.0,3.0,1.0,SAAVEDRA,12
449000.0,900000,270.0,5.0,3.0,RECOLETA,2
99900.0,160000,58.0,2.0,1.0,VILLA URQUIZA,12
229000.0,287000,149.0,5.0,2.0,SAN NICOLAS,1
85000.0,77000,105.0,2.0,1.0,SAAVEDRA,12
198000.0,202600,76.0,3.0,1.0,RECOLETA,2
95000.0,160000,34.0,2.0,1.0,PALERMO,14
165000.0,190000,67.0,3.0,1.0,PALERMO,14
250000.0,0,209.0,4.0,1.0,VILLA SANTA RITA,11
298000.0,220000,107.0,4.0,3.0,PARQUE CHACABUCO,7
112000.0,120000,75.0,2.0,1.0,VILLA LURO,10
100000.0,180000,47.0,2.0,1.0,CABALLITO,6
910000.0,520000,184.0,4.0,2.0,PALERMO,14
499999.0,500000,233.0,6.0,4.0,PALERMO,14
130000.0,185000,50.0,2.0,1.0,SAN TELMO,1
290000.0,390000,107.0,4.0,2.0,RECOLETA,2
118000.0,0,135.0,4.0,3.0,PARQUE PATRICIOS,4
180000.0,0,111.0,5.0,2.0,SAAVEDRA,12
94000.0,94192,38.0,1.0,1.0,VILLA URQUIZA,12
85000.0,85000,42.0,2.0,1.0,ALMAGRO,5
95000.0,180000,31.0,1.0,1.0,PALERMO,14
347000.0,601000,184.0,5.0,3.0,ALMAGRO,5
137000.0,250000,46.0,2.0,1.0,VILLA URQUIZA,12
137000.0,250000,46.0,2.0,1.0,BELGRANO,13
420000.0,520000,107.0,3.0,1.0,PALERMO,14
330000.0,490000,182.0,5.0,2.0,PALERMO,14
120000.0,117000,58.0,3.0,1.0,PARQUE CHACABUCO,7
369000.0,0,312.0,3.0,2.0,VILLA DEL PARQUE,11
270000.0,325000,134.0,4.0,2.0,PALERMO,14
800000.0,800000,145.0,4.0,3.0,RETIRO,1
128000.0,180000,40.0,1.0,1.0,SAAVEDRA,12
135000.0,0,45.0,1.0,1.0,BELGRANO,13
211900.0,360000,84.0,3.0,1.0,COGHLAN,12
192000.0,335000,61.0,3.0,2.0,PALERMO,14
192000.0,335000,61.0,3.0,2.0,CABALLITO,6
134000.0,320000,48.0,2.0,1.0,PALERMO,14
220000.0,335000,61.0,3.0,2.0,PALERMO,14
62000.0,0,52.0,2.0,1.0,BALVANERA,3
79000.0,55000,55.0,3.0,1.0,FLORES,7
320000.0,0,230.0,5.0,2.0,ALMAGRO,5
223000.0,237000,84.0,3.0,2.0,CABALLITO,6
220000.0,170000,155.0,5.0,2.0,COLEGIALES,13
79800.0,120000,37.0,1.0,1.0,CHACARITA,15
120000.0,160000,108.0,4.0,2.0,MONSERRAT,1
154900.0,300000,80.0,2.0,1.0,CHACARITA,15
157000.0,120000,52.0,2.0,1.0,VILLA CRESPO,15
430000.0,400000,165.0,4.0,2.0,BELGRANO,13
95000.0,0,33.0,1.0,1.0,VILLA URQUIZA,12
95000.0,50000,90.0,1.0,1.0,VILLA SANTA RITA,11
153000.0,230000,83.0,4.0,2.0,CABALLITO,6
208000.0,300000,77.0,3.0,1.0,PALERMO,14
101500.0,0,47.0,2.0,1.0,SAN TELMO,1
135000.0,87116,55.0,2.0,1.0,BELGRANO,13
225000.0,0,233.0,5.0,3.0,PARQUE CHAS,15
230000.0,0,160.0,3.0,2.0,MATADEROS,9
115000.0,183600,36.0,1.0,1.0,NUÑEZ,13
99000.0,257000,46.0,2.0,1.0,RETIRO,1
116900.0,0,34.0,1.0,1.0,BELGRANO,13
153800.0,0,47.0,2.0,1.0,BELGRANO,13
260000.0,0,137.0,4.0,1.0,FLORES,7
157000.0,0,57.0,2.0,1.0,BELGRANO,13
200000.0,210000,66.0,3.0,1.0,VILLA DEVOTO,11
125000.0,150000,60.0,3.0,1.0,VILLA CRESPO,15
98000.0,329000,39.0,1.0,1.0,RECOLETA,2
650000.0,0,123.0,5.0,3.0,SAN NICOLAS,1
144900.0,0,40.0,1.0,1.0,BELGRANO,13
252250.0,0,57.0,2.0,1.0,BELGRANO,13
98000.0,120000,47.0,2.0,1.0,COLEGIALES,13
160000.0,280000,40.0,2.0,1.0,PALERMO,14
410000.0,450000,220.0,5.0,2.0,RECOLETA,2
196000.0,210000,82.0,3.0,2.0,BELGRANO,13
180000.0,169000,126.0,3.0,2.0,BALVANERA,3
165000.0,300000,74.0,3.0,1.0,BELGRANO,13
160000.0,105000,55.0,2.0,1.0,RECOLETA,2
120000.0,0,37.0,1.0,1.0,PALERMO,14
140000.0,0,45.0,2.0,1.0,PALERMO,14
62000.0,68000,36.0,2.0,1.0,SAN TELMO,1
135000.0,0,42.0,1.0,1.0,PALERMO,14
239000.0,300000,84.0,3.0,2.0,VILLA URQUIZA,12
140000.0,126000,57.0,3.0,1.0,COLEGIALES,13
130000.0,0,52.0,2.0,1.0,MONTE CASTRO,10
230000.0,0,72.0,3.0,1.0,PALERMO,14
128135.0,0,52.0,2.0,1.0,VILLA CRESPO,15
123360.0,0,38.0,1.0,1.0,PALERMO,14
135000.0,235000,57.0,3.0,1.0,BELGRANO,13
240000.0,400000,70.0,3.0,2.0,PALERMO,14
69000.0,130000,85.0,2.0,2.0,PARQUE PATRICIOS,4
163000.0,0,66.0,2.0,2.0,ALMAGRO,5
214000.0,0,89.0,3.0,2.0,ALMAGRO,5
365000.0,0,350.0,5.0,2.0,FLORES,7
595673.0,0,136.0,3.0,2.0,NUÑEZ,13
267500.0,0,72.0,2.0,1.0,BELGRANO,13
540000.0,310000,240.0,4.0,2.0,RECOLETA,2
229000.0,480000,78.0,4.0,1.0,PALERMO,14
173000.0,148000,75.0,4.0,1.0,CABALLITO,6
182000.0,210000,53.0,2.0,1.0,BELGRANO,13
185000.0,160000,80.0,5.0,2.0,SAN TELMO,1
210000.0,170000,92.0,4.0,1.0,PALERMO,14
178350.0,0,54.0,3.0,2.0,PALERMO,14
700000.0,0,267.0,4.0,3.0,BELGRANO,13
606000.0,0,193.0,4.0,3.0,BELGRANO,13
560000.0,0,231.0,4.0,3.0,BELGRANO,13
249000.0,0,70.0,4.0,1.0,PALERMO,14
288360.0,0,106.0,3.0,2.0,VILLA URQUIZA,12
58000.0,26000,60.0,2.0,1.0,PARQUE PATRICIOS,4
265000.0,770000,173.0,4.0,3.0,RETIRO,1
175000.0,0,71.0,3.0,1.0,BELGRANO,13
156000.0,0,66.0,2.0,1.0,BELGRANO,13
260000.0,0,88.0,3.0,2.0,VILLA URQUIZA,12
425000.0,220000,207.0,4.0,2.0,VILLA URQUIZA,12
71500.0,0,35.0,2.0,1.0,CABALLITO,6
89900.0,0,170.0,4.0,1.0,PARQUE CHACABUCO,7
138000.0,180000,69.0,2.0,1.0,PALERMO,14
509900.0,400000,221.0,4.0,2.0,RECOLETA,2
64500.0,140000,36.0,2.0,1.0,BALVANERA,3
180000.0,400000,85.0,3.0,2.0,RECOLETA,2
132680.0,180000,49.0,1.0,1.0,VILLA URQUIZA,12
225000.0,520132,61.0,2.0,2.0,COLEGIALES,13
189000.0,250000,86.0,5.0,1.0,PALERMO,14
189840.0,0,68.0,1.0,1.0,BELGRANO,13
140000.0,335000,91.0,5.0,2.0,ALMAGRO,5
123000.0,0,56.0,2.0,1.0,MONTE CASTRO,10
290000.0,0,120.0,3.0,2.0,PALERMO,14
120000.0,140000,47.0,3.0,1.0,SAN TELMO,1
475000.0,490000,137.0,4.0,3.0,COLEGIALES,13
278000.0,360000,88.0,3.0,2.0,COLEGIALES,13
78000.0,0,55.0,3.0,1.0,LINIERS,9
250000.0,0,329.0,5.0,3.0,BOEDO,5
69000.0,0,48.0,3.0,1.0,BALVANERA,3
87900.0,76000,28.0,1.0,1.0,RECOLETA,2
125000.0,158000,40.0,1.0,1.0,PALERMO,14
159000.0,184127,79.0,1.0,1.0,PALERMO,14
110000.0,127000,37.0,1.0,1.0,VILLA URQUIZA,12
174900.0,130000,68.0,3.0,1.0,PALERMO,14
239000.0,275471,68.0,3.0,1.0,PALERMO,14
85000.0,70000,35.0,2.0,1.0,RECOLETA,2
125000.0,0,55.0,2.0,1.0,VILLA URQUIZA,12
155000.0,0,58.0,3.0,1.0,VILLA DEVOTO,11
949900.0,0,450.0,5.0,4.0,BELGRANO,13
210000.0,0,68.0,2.0,2.0,CABALLITO,6
260000.0,0,105.0,5.0,2.0,COLEGIALES,13
170000.0,242000,54.0,2.0,1.0,BELGRANO,13
339000.0,261000,110.0,3.0,2.0,PALERMO,14
499900.0,0,129.0,4.0,2.0,PALERMO,14
89000.0,170000,34.0,2.0,1.0,BELGRANO,13
139000.0,0,37.0,1.0,1.0,PALERMO,14
780000.0,580000,302.0,5.0,3.0,CABALLITO,6
69000.0,68000,28.0,2.0,1.0,ALMAGRO,5
82500.0,180000,57.0,3.0,1.0,SAN TELMO,1
58000.0,0,34.0,1.0,1.0,MONSERRAT,1
228000.0,180000,90.0,4.0,1.0,BELGRANO,13
169000.0,250000,51.0,2.0,1.0,NUÑEZ,13
190000.0,18000,60.0,2.0,1.0,NUÑEZ,13
110000.0,180000,34.0,1.0,1.0,SAN NICOLAS,1
115000.0,160000,75.0,3.0,1.0,FLORESTA,10
220000.0,0,312.0,5.0,4.0,FLORESTA,10
72000.0,100000,33.0,1.0,1.0,COGHLAN,12
189000.0,0,85.0,2.0,2.0,PALERMO,14
136000.0,150000,57.0,3.0,1.0,RECOLETA,2
100000.0,100000,36.0,1.0,1.0,VILLA CRESPO,15
105000.0,160000,43.0,2.0,2.0,FLORES,7
84000.0,0,35.0,1.0,1.0,COGHLAN,12
299000.0,180000,158.0,5.0,2.0,CABALLITO,6
115000.0,264000,56.0,2.0,1.0,VILLA DEL PARQUE,11
230000.0,0,64.0,3.0,1.0,COLEGIALES,13
153900.0,195000,60.0,3.0,1.0,CABALLITO,6
117000.0,153000,86.0,4.0,1.0,SAN NICOLAS,1
639000.0,900000,121.0,3.0,2.0,PUERTO MADERO,1
268000.0,385000,70.0,3.0,1.0,RECOLETA,2
420000.0,0,283.0,6.0,4.0,CABALLITO,6
240000.0,0,106.0,4.0,2.0,PARQUE CHACABUCO,7
1192704.0,0,192.0,4.0,3.0,PUERTO MADERO,1
875045.0,0,151.0,3.0,1.0,PUERTO MADERO,1
222075.0,0,47.0,1.0,1.0,PUERTO MADERO,1
259000.0,0,190.0,4.0,2.0,SAAVEDRA,12
472000.0,630000,127.0,4.0,2.0,BELGRANO,13
134000.0,120000,54.0,3.0,2.0,MONTE CASTRO,10
165000.0,0,102.0,2.0,1.0,VILLA PUEYRREDON,12
165000.0,0,89.0,2.0,1.0,VILLA PUEYRREDON,12
139990.0,11000,83.0,4.0,2.0,PALERMO,14
250000.0,0,167.0,3.0,1.0,NUÑEZ,13
990000.0,0,342.0,4.0,2.0,PALERMO,14
359000.0,0,249.0,6.0,2.0,VILLA DEL PARQUE,11
65000.0,150000,32.0,2.0,1.0,PATERNAL,15
80000.0,200000,28.0,1.0,1.0,RECOLETA,2
105000.0,200000,38.0,1.0,1.0,NUÑEZ,13
269000.0,220000,91.0,3.0,1.0,RECOLETA,2
84460.0,0,43.0,1.0,1.0,BELGRANO,13
145000.0,0,55.0,2.0,1.0,VILLA URQUIZA,12
90000.0,15000,43.0,2.0,1.0,FLORES,7
145000.0,0,184.0,3.0,1.0,VILLA DEVOTO,11
680000.0,0,365.0,6.0,4.0,COLEGIALES,13
199900.0,340000,60.0,3.0,2.0,VILLA CRESPO,15
115200.0,0,48.0,2.0,1.0,VILLA DEVOTO,11
315000.0,360000,117.0,4.0,1.0,BELGRANO,13
150000.0,113000,83.0,4.0,2.0,VILLA CRESPO,15
265000.0,625000,83.0,1.0,2.0,BELGRANO,13
68000.0,95000,35.0,1.0,1.0,RECOLETA,2
165000.0,0,71.0,3.0,1.0,PARQUE CHAS,15
187000.0,110000,124.0,3.0,2.0,VILLA URQUIZA,12
166000.0,300000,104.0,4.0,1.0,RECOLETA,2
325000.0,760000,125.0,3.0,2.0,PALERMO,14
82000.0,178600,41.0,2.0,1.0,CABALLITO,6
452000.0,0,136.0,3.0,2.0,CABALLITO,6
79000.0,0,38.0,1.0,1.0,SAN TELMO,1
382000.0,330000,128.0,4.0,2.0,CABALLITO,6
345000.0,600000,129.0,4.0,2.0,PALERMO,14
88000.0,0,48.0,1.0,1.0,VILLA DEVOTO,11
290000.0,0,132.0,4.0,2.0,VILLA PUEYRREDON,12
240000.0,0,85.0,3.0,2.0,VILLA CRESPO,15
754000.0,700000,204.0,5.0,3.0,CABALLITO,6
109000.0,135000,61.0,3.0,1.0,VILLA CRESPO,15
199000.0,0,178.0,4.0,2.0,FLORES,7
79900.0,0,33.0,1.0,1.0,PARQUE PATRICIOS,4
